id,name,slug,description,base_price,stock,category_id,subcategory_id,featured,active,created_at,updated_at,units_per_box,boxes_per_bundle,price_box,price_bundle,has_colors,sale_types
102,P13 - ANTIFAZ CON LUZ,p13-antifaz-con-luz,"CARACTERISTICA

- ANTIFAZ LED MULTICOLOR INCLUYE LUZ LED",2000.00,1000,40,null,false,true,2026-02-16 15:13:00.310988+00,2026-03-03 17:09:56.933411+00,12,40,21500.00,null,true,"[""unidad"",""paquete""]"
103,L1-1 - LAPIZ DE COLOR X 12 UNI LARGOS - FILGO,l1-1-lapiz-de-color-x-12-uni-largos-filgo,"CARACTERISTICA

- CAJA DE LAPIZ DE COLORES X 12 UNIDADES LARGO",1500.00,1000,37,null,false,true,2026-02-16 15:17:42.875782+00,2026-03-03 17:09:37.113049+00,12,40,null,null,true,"[""unidad""]"
104,L2-1 - LAPIZ DE COLOR X 12 UNI CORTOS - FILGO,l2-1-lapiz-de-color-x-12-uni-cortos-filgo,"CARACTERISTICA

- CAJA DE LAPIZ DE COLORES X 12 UNIDADES CORTO",1200.00,1000,37,null,false,true,2026-02-16 15:19:06.520231+00,2026-03-03 17:09:14.210535+00,12,40,null,null,true,"[""unidad""]"
105,L3-1 LAPIZ NEGRO LARGO - FILGO,l3-1-lapiz-negro-largo-filgo,"CARACTERISTICA

- LAPIZ NEGRO FILGO",150.00,1000,37,null,false,true,2026-02-16 15:22:59.761893+00,2026-03-03 17:08:56.854998+00,12,40,1400.00,null,true,"[""unidad"",""paquete""]"
106,"L4-1 - PORTAMINA 0,7MM - FILGO",l4-1-portamina-0-7mm-filgo,"CARACTERISTICA

- PORTAMINA 0,7MM",800.00,1000,37,null,false,true,2026-02-16 15:26:07.379425+00,2026-03-03 17:08:37.22498+00,12,40,null,null,true,"[""unidad""]"
107,"L4-2 PORTAMINA 0,7MM-PASTEL",l4-2-portamina-0-7mm-pastel,"CARACTERISTICA

- PORTAMINA 0,7MM COLOR PASTEL",500.00,1000,37,null,false,true,2026-02-16 15:33:23.954274+00,2026-03-03 17:08:16.751689+00,12,40,null,null,true,"[""unidad""]"
108,"L4-4 - SET DE PORTAMINAS 0,5MM + MINAS",l4-4-set-de-portaminas-0-5mm-minas,"CARACTERISTICA

- PORTA MINA DE 0,5MM
- INCLUYE CARTUCHO DE MINA",1500.00,1000,37,null,false,true,2026-02-16 15:36:12.277123+00,2026-03-03 17:06:48.19819+00,12,40,null,null,true,"[""unidad""]"
109,"L4-5 - SET 3 PORTAMINAS 0,7MM + MINAS",l4-5-set-3-portaminas-0-7mm-minas,"CARACTERISTICA

- 3 PORTA MINA DE 0,7MM 
- INCLUYE CARTUCHO DE MINA",2500.00,1000,37,null,false,true,2026-02-16 15:37:42.92381+00,2026-03-03 17:06:31.458385+00,12,40,null,null,true,"[""unidad""]"
110,"L5-1 - MINAS 0,5MM - FILGO",l5-1-minas-0-5mm-filgo,"CARACTERISTICA

- MINA DE 0,5MM FILGO",500.00,1000,37,null,false,true,2026-02-16 15:39:02.196888+00,2026-03-03 17:05:43.914817+00,12,40,null,null,true,"[""unidad""]"
111,"L5-2 MINAS 0,7MM - FILGO",l5-2-minas-0-7mm-filgo,"CARACTERISTICA

- MINA DE 0,7MM - FILGO",500.00,1000,37,null,false,true,2026-02-16 15:40:05.626782+00,2026-03-03 17:05:27.248492+00,12,40,null,null,true,"[""unidad""]"
112,L6-1 - CORRECTOR LAPIZ FILGO,l6-1-corrector-lapiz-filgo,"CARACTERISTICA

- CORRECTOR LAPIZ FILGO",500.00,1000,37,null,false,true,2026-02-16 15:41:16.967054+00,2026-03-03 17:04:17.196707+00,12,40,null,null,true,"[""unidad""]"
113,L7-1 - BOLIGRAFO BORRABLE CON DISEÑOS -FILGO,l7-1-boligrafo-borrable-con-disenos-filgo,"CARACTERISTICA

- BOLIGRAFO BORRABLE CON DISEÑO TINTA AZUL",1500.00,1000,37,null,false,true,2026-02-16 15:42:49.417876+00,2026-03-03 17:03:54.734574+00,12,40,null,null,true,"[""unidad""]"
114,L7-2 - BOLIGRAFO BORRABLE - OLAMI,l7-2-boligrafo-borrable-olami,"CARACTERISTICA

- BOLIGRAFO BORRABLE TINTA AZUL",1200.00,1000,37,null,false,true,2026-02-16 15:44:43.341049+00,2026-03-03 17:02:45.25473+00,12,40,null,null,true,"[""unidad""]"
115,L7-3 - BOLIGRAFO DE COLORES FUOR - FABER,l7-3-boligrafo-de-colores-fuor-faber,"CARACTERISTICA

- BOLIGRAFO COLOR FLUOR",600.00,1000,37,null,false,true,2026-02-16 15:47:10.177665+00,2026-03-03 17:01:14.464723+00,12,40,null,null,true,"[""unidad""]"
116,L7-4 - BOLIGRAFO DE COLORES - FABER,l7-4-boligrafo-de-colores-faber,"CARACTERISTICA

- BOLIGRAFO DE COLORES",399.99,1000,37,null,false,true,2026-02-16 15:48:48.460648+00,2026-03-03 16:59:36.604157+00,12,40,null,null,true,"[""unidad""]"
117,L8-2 - MARCADOR PASTEL X 10 UNI - FILGO,l8-2-marcador-pastel-x-10-uni-filgo,"CARACTERISTICA

- MARCADOR PASTEL X 10 UNIDADES",3100.00,1000,37,null,false,true,2026-02-16 15:50:48.881696+00,2026-03-03 16:59:17.586653+00,12,40,null,null,true,"[""unidad""]"
118,L8-3 - MARCADOR PERMANENTE VERDE,l8-3-marcador-permanente-verde,"CARACTERISTICA

- MARCADOR PERMANENTE VERDE",500.00,1000,37,null,false,true,2026-02-16 15:51:48.307227+00,2026-03-03 16:58:57.461302+00,12,40,null,null,true,"[""unidad""]"
119,L9-1 - GOMAS DE BORRAR - FILGO,l9-1-gomas-de-borrar-filgo,"CARACTERISTICA

- GOMAS DE BORRAR",300.00,1000,37,null,false,true,2026-02-16 15:53:00.683908+00,2026-03-03 16:58:35.266945+00,12,40,null,null,true,"[""unidad""]"
120,L11-1 - MAPA PLANISFERIO,l11-1-mapa-planisferio,"CARACTERISICA

- MAPA PLANISFERIO POLITICO",100.00,1000,37,null,false,true,2026-02-16 15:58:00.481467+00,2026-03-03 16:58:13.865678+00,12,40,null,null,true,"[""unidad""]"
121,L11-2 - MAPA DE ARGENTINA,l11-2-mapa-de-argentina,"CARACTERITICA

- MAPA DE ARGENTINA FISICO POLITICO",100.00,1000,37,null,false,true,2026-02-16 15:59:29.196254+00,2026-03-03 16:57:57.558641+00,12,40,null,null,true,"[""unidad""]"
122,L11-3 - MAPA DE AMERICA,l11-3-mapa-de-america,"CARACTERISTICA

- MAPA DE AMERICA FISICO POLITICO",100.00,1000,37,null,false,true,2026-02-16 16:00:42.658364+00,2026-03-03 16:57:43.543653+00,12,40,null,null,true,"[""unidad""]"
123,L11-3 - MAPA DE AMERICA POLITICO,l11-3-mapa-de-america-politico,"CARACTERISTICA

- MAPA POLITICO DE AMERICA",100.00,1000,37,null,false,true,2026-02-16 16:01:35.074425+00,2026-03-03 16:57:27.542069+00,12,40,null,null,true,"[""unidad""]"
124,L12-1 - OJALILLO ORION,l12-1-ojalillo-orion,"CARACTERISTICA

- PLANCHA DE OJALILLONS",200.00,1000,37,null,false,true,2026-02-16 16:02:50.168938+00,2026-03-03 16:57:13.517668+00,12,40,null,null,true,"[""unidad""]"
125,L13-1 - ADHESIVO VOLIGOMA X 30GS.,l13-1-adhesivo-boligoma-x-30gs,"CARACTERISTICA

- ADHESIVO BOLIGOMA X 30GS",1900.00,1000,37,null,false,true,2026-02-16 16:04:02.689236+00,2026-03-03 16:56:57.36436+00,12,40,null,null,true,"[""unidad""]"
126,L14-1 - CARPETA Nº3,l14-1-carpeta-n-3,"CARACTERISTICA

- CARPETA TAPA DURA Nº3",3500.00,1000,37,null,false,true,2026-02-16 16:08:35.771394+00,2026-03-03 21:19:26.65281+00,12,40,null,null,true,"[""unidad""]"
127,L15-1 - CARPETA Nº 5,l15-1-carpeta-n-5,"CARACTERISTICA

- CARPETA Nº5 TAPA DURA",3500.00,1000,37,null,false,true,2026-02-16 16:12:16.807956+00,2026-03-03 16:45:29.963644+00,12,40,null,null,true,"[""unidad""]"
128,L17-1 - CARTUCHERA LISA CON 2 CIERRES,l17-1-cartuchera-lisa-con-2-cierres,"CARACTERISTICA

- CARTUCHERA LISA 2 CIERRES
",6000.00,1000,37,null,false,true,2026-02-16 16:13:49.085441+00,2026-03-03 16:45:05.444833+00,12,40,null,null,true,"[""unidad""]"
129,L17-2 - CARTUCHERA CON DISEÑO,l17-2-cartuchera-con-diseno,"CARACTERISTICA

- CARTUCHERA DE 1 CIERRE",5500.00,1000,37,null,false,true,2026-02-16 16:14:58.966068+00,2026-03-03 16:44:46.90661+00,12,40,null,null,true,"[""unidad""]"
130,(A15-4) LED NEON CON FUENTE X 5M - BLANCO FRIO,a15-4-led-neon-con-fuente-x-5m-blanco-frio,"CARACTERISTICA

- LED NEON CON FUENTE X 5M - BLANCO FRIO",13800.00,1000,39,null,false,true,2026-02-16 16:19:31.368297+00,2026-03-03 16:44:33.053944+00,12,40,null,null,true,"[""unidad""]"
131,B79 - CORBATA LED X 12 UNI,b79-corbata-led,"CARACTERISTICA

- CORBATAS LED MULTICOLOR
- PILAS AG INCLUIDAS",23400.00,1000,40,null,false,true,2026-02-16 16:21:32.21255+00,2026-03-20 11:48:16.080445+00,10,40,23400.00,null,true,"[""unidad""]"
132,B58 - MOÑO LED X 12 UNI,b58-mono-led,"CARACTERISTICA

- MOÑO LED MULTICOLOR
- PILAS AG INCLUIDAS",21200.00,1000,40,null,false,true,2026-02-16 16:22:51.86069+00,2026-03-20 11:46:10.041294+00,10,20,21200.00,null,true,"[""unidad""]"
133,(A9-3) LED ALAMBRE - 50cm,a9-3-led-alambre-50cm,"CARACTERISTICA

- LED ALAMBRE DE 50CM ROSA",500.00,0,39,null,false,true,2026-02-16 16:24:21.818184+00,2026-03-28 23:10:49.476851+00,12,40,null,null,true,"[""unidad""]"
134,B38 - MARIPOSAS 3D,b38-mariposas-3d,"CARACTERISTICA

- MARIPOSA 3D DE PAPEL
- INCLUYE 12 UNIDADES DE 3 TAMAÑOS",2000.00,1000,41,null,false,true,2026-02-16 16:26:52.075808+00,2026-03-03 15:59:36.067213+00,12,40,null,null,true,"[""unidad""]"
135,B38 - 1 TOPPER,b38-1-topper,"CARACTERISTICA

- TOPPER PARA TORTA",2000.00,1000,41,null,false,true,2026-02-16 16:27:56.583744+00,2026-03-03 15:59:06.346867+00,12,40,null,null,true,"[""unidad""]"
136,PORTA SUBE CON TIRA,porta-sube-con-tira,"CARACTERISTICA

- PORTA SUBE CON TIRA Y DISEÑO",2000.00,1000,42,null,false,true,2026-02-26 16:47:59.940684+00,2026-03-03 15:48:50.841856+00,12,40,null,null,true,"[""unidad""]"
137,PORTA SUBE CON YOYO,porta-sube-con-yoyo,"CARACTERISTICA

- PORTA SUBE YOYO",2500.00,1000,42,null,false,true,2026-02-26 16:50:27.117481+00,2026-03-03 15:48:09.951784+00,12,40,null,null,true,"[""unidad""]"
138,STICKER ARGENTINA,sticker,"CARACTERISTICA

- PLANCHA DE STICKER DE MESSI",500.00,1000,37,null,false,true,2026-02-26 19:00:26.781139+00,2026-03-06 18:34:04.026597+00,50,10,null,null,true,"[""unidad""]"
139,(B2) LENTES LED x 12 uni,b2-lentes-led,"- 3 leds
- Utiliza 3 pilas AG3 (INCLUIDO)
- Colores surtidos por paquete",12400.00,1000,40,null,false,true,2026-03-03 17:58:34.63065+00,2026-03-20 11:44:01.655928+00,10,19,12400.00,495999.99,true,"[""unidad""]"
140,(B104) TATUAJE TEMPORAL LUMINOSO X 12 UNI,b104-tatuaje-temporal-luminoso-x-12-uni,"- Tamaño: 12*15.8 cm
- Modelos surtidos",12000.00,1000,41,null,false,true,2026-03-06 18:57:05.080664+00,2026-03-06 18:57:05.080664+00,10,50,120000.00,6000.00,true,"[""unidad""]"
141,(B48-1) CAPA LED - MULTICOLOR,b48-1-alas-led-multicolor,"- Largo 100 cm
- Extensión 3 metros
- Color: multicolor
- Utiliza pilas 3*AA",67500.00,1000,40,null,false,true,2026-03-09 19:05:14.466133+00,2026-04-06 18:41:51.162653+00,1,20,1350000.00,1349999.98,true,"[""unidad""]"
142,(B48-2) CAPA LED - BLANCA,b48-2-alas-led-blanca,"- Largo 145 cm
- Color Blanca
- Utiliza pilas 3*AA",67500.00,1000,40,null,false,true,2026-03-09 19:13:02.696847+00,2026-04-06 18:41:34.817804+00,1,20,67500.00,67500.00,true,"[""unidad""]"
143,(B60) ANILLO LED- EMOJI,b60-anillo-led-emoji,"- Anillo con luz modelo emoji
- Usa 3 pilas AG10 (incluido)",800.00,1000,40,null,false,true,2026-03-09 19:20:02.810462+00,2026-03-09 19:20:02.810462+00,36,10,28800.00,28799.99,true,"[""unidad"",""paquete""]"
144,(C2) MAQUINA DE INFLAR GLOBOS,c2-maquina-de-inflar-globos,"- Marca HYTOSHY
- Modelo 73005
- 220 - 240 VCA 50HZ 600 W
- Medida 14.5 x 12 x 10 cm
- Incluye 2 picos para inflar ",26000.00,1000,41,null,false,true,2026-03-09 19:34:00.709643+00,2026-03-09 19:34:00.709643+00,10,1,260000.00,259999.98,true,"[""unidad"",""paquete""]"
149,(R2-3) LLAVERO AUTO CON LUZ X 12 UNI,r2-3-llavero-auto-con-luz-x-12-uni,"- Medidas: 5.5*2.5*2.1 cm
- Utiliza 3 pilas AG3 (INCLUIDO)
- Colores surtidos entre amarillo, naranja, azul y verde",7000.00,1000,42,null,true,true,2026-03-19 17:00:40.459525+00,2026-03-19 17:26:00.544454+00,10,20,7100.00,7100.00,true,"[""unidad""]"
150,(R2-4) LLAVERO ELEFANTE CON LUZ X 12 UNI,r2-4-llavero-elefante-con-luz-x-12-uni,"- Medidas: 6*3.3cm
- Utiliza 3 pilas AG3 (INCLUIDO)",7000.00,1000,42,null,true,true,2026-03-19 17:05:08.794909+00,2026-03-19 17:26:37.197254+00,10,20,7100.00,7099.97,true,"[""unidad""]"
151,(R2-5) LLAVERO CORAZON CON LUZ X 12 UNI,r2-5-llavero-corazon-con-luz-x-12-uni,"Medidas: 5*4cm
Utiliza 3 pilas AG3 (INCLUIDO)",6000.00,1000,42,null,false,true,2026-03-19 17:16:09.688876+00,2026-03-19 17:16:09.688876+00,10,20,6000.00,5999.98,true,"[""unidad""]"
152,(R2-6) LLAVERO UNICORNIO CON LUZ X 12 UNI,r2-6-llavero-unicornio-con-luz-x-12-uni,"Medidas: 6*7cm
Utiliza 3 pilas AG3 (INCLUIDO)",6000.00,1000,42,null,false,true,2026-03-19 17:25:29.286006+00,2026-03-19 17:25:29.286006+00,10,19,6000.00,6000.00,true,"[""unidad""]"
153,(L20) SACAPUNTAS 3 EN 1 EN FORMA DE RELOJ X 48 UNI,sacapuntas-reloj-3-en-1-x-48-uni,"- Medida: 7.5*3.5*1cm
- Colores surtidos: azul, naranja, verde y rosa",15000.00,0,37,null,false,true,2026-03-19 17:36:30.437979+00,2026-03-27 19:27:33.941957+00,10,19,15000.00,15000.00,true,"[""unidad""]"
155,(L20-2) SACAPUNTAS DOBLE X 24 UNI,l20-2-sacapuntas-doble-x-24-uni,"- Medida: 5*5cm
- Modelos surtidos",28000.00,1000,37,null,false,true,2026-03-19 17:52:20.458475+00,2026-03-19 17:52:20.458475+00,10,20,28000.00,28000.00,true,"[""unidad""]"
156,(L21-1) DIAMANTINA CON DISEÑOS X 12 UNI,l21-1-diamantina-con-disenos-x-12-uni,"- Tamaño 15*24 cm
- Modelos surtidos",11900.00,1000,37,null,true,true,2026-03-19 18:12:21.794161+00,2026-03-19 18:12:21.794161+00,10,20,11900.00,11900.00,true,"[""unidad""]"
158,(L20- 1) AGENDA CON DISEÑOS X 48 UNI,l20-1-agenda-con-disenos-x-48-uni,"- Colores surtidos
- 40 hojas
- Tamaño 9* 8 cm",34100.00,1000,37,null,true,true,2026-03-19 18:41:08.137963+00,2026-03-19 18:42:24.48449+00,10,20,34100.00,34100.00,true,"[""unidad""]"
159,(B4) CORONA DE FLORES LED X 10 UNI,b4-coronita-de-flores-led-x-10-uni,"- 10 leds
- Utiliza 3 pilas AG13 (INCLUIDO)
- El color de la luz se corresponde con los colores de las flores
- COLORES: MULTICOLOR, ROSA Y BLANCO",11900.00,1000,40,null,false,true,2026-03-20 11:56:51.395723+00,2026-03-20 11:59:14.836357+00,10,40,11900.00,11900.00,true,"[""unidad""]"
